Topic Match Score,Title,Year,Authors,Abstract,Journal,Citation Count,Citation Velocity,DOI,Link,External IDs,Is Open Access,Open Access Link,Semantic Scholar ID,Relevance Summary
2.8,AVA: A Financial Service Chatbot Based on Deep Bidirectional Transformers,2020,"S. Yu, ..., and Hussain Zaidi","We develop a chatbot using deep bidirectional transformer (BERT) models to handle client questions in financial investment customer service. The bot can recognize 381 intents, decides when to say I don’t know, and escalate escalation/uncertain questions to human operators. Our main novel contribution is the discussion about the uncertainty measure for BERT, where three different approaches are systematically compared with real problems. We investigated two uncertainty metrics, information entropy and variance of dropout sampling, in BERT, followed by mixed-integer programming to optimize decision thresholds. Another novel contribution is the usage of BERT as a language model in automatic spelling correction. Inputs with accidental spelling errors can significantly decrease intent classification performance. The proposed approach combines probabilities from masked language model and word edit distances to find the best corrections for misspelled words. The chatbot and the entire conversational AI system are developed using open-source tools and deployed within our company’s intranet. The proposed approach can be useful for industries seeking similar in-house solutions in their specific business domains. We share all our code and a sample chatbot built on a public data set on GitHub.",Frontiers in Applied Mathematics and Statistics,28,5.7,10.3389/fams.2021.604842,https://doi.org/10.3389/fams.2021.604842,"{'DBLP': 'journals/corr/abs-2003-04987', 'ArXiv': '2003.04987', 'MAG': '3010649878', 'DOI': '10.3389/fams.2021.604842', 'CorpusId': 212657570}",False,,883a291e10a7e61921d0cda08d686d3598999e63,
2.8,GCN-Based Issues Classification in Software Repository,2024,"Bader Alshemaimri, ..., and Reem Alqadi","     Graph Convolutional Network (GCN) have demon- strated significant potential in various fields, particu- larly in classification tasks. This study introduces GCN- based methodology for classifying issues in software repositories, highlighting advancements in agile soft- ware development. Utilizing the dataset by Tawosi et al.(Tawosi et al. 2022), our research demonstrates the potential of GCNs to accurately categorize software is- sues into bugs, improvements, and tasks. Our results indicate a significant improvement in issue classifi- cation, especially for bugs. Additionally, we explore Fast Text GCN model, underlining their efficiency in handling dynamic, evolving datasets. This paper con- tributes to the fields of software engineering and ma- chine learning, offering novel insights into enhancing issue management in software projects.      ",The International FLAIRS Conference Proceedings,0,0.0,10.32473/flairs.37.1.135562,https://doi.org/10.32473/flairs.37.1.135562,"{'DBLP': 'conf/flairs/AlshemaimriAA24', 'DOI': '10.32473/flairs.37.1.135562', 'CorpusId': 271029683}",False,,53168829cf8ec7d6df6dcdc2ba42ae0066805415,
2.7,SuperAgent: A Customer Service Chatbot for E-commerce Websites,2017,"Lei Cui, ..., and M. Zhou","Conventional customer service chatbots are usually based on human dialogue, yet significant issues in terms of data scale and privacy. In this paper, we present SuperAgent, a customer service chatbot that leverages large-scale and publicly available e-commerce data. Distinct from existing counterparts, SuperAgent takes advantage of data from in-page product descriptions as well as user-generated content from e-commerce websites, which is more practical and cost-effective when answering repetitive questions, freeing up human support staff to answer much higher value questions. We demonstrate SuperAgent as an add-on extension to mainstream web browsers and show its usefulness to user’s online shopping experience.",Annual Meeting of the Association for Computational Linguistics,264,35.2,10.18653/v1/P17-4017,https://doi.org/10.18653/v1/P17-4017,"{'MAG': '2741321799', 'DBLP': 'conf/acl/CuiHWTDZ17', 'ACL': 'P17-4017', 'DOI': '10.18653/v1/P17-4017', 'CorpusId': 19481891}",True,"{'url': 'https://www.aclweb.org/anthology/P17-4017.pdf', 'status': 'HYBRID'}",01cec6262b3a275cfa3aca020ffba0ac2c685c56,
2.6,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,2019,"Jacob Devlin, ..., and Kristina Toutanova","We introduce a new language representation model called BERT, which stands for Bidirectional Encoder Representations from Transformers. Unlike recent language representation models (Peters et al., 2018a; Radford et al., 2018), BERT is designed to pre-train deep bidirectional representations from unlabeled text by jointly conditioning on both left and right context in all layers. As a result, the pre-trained BERT model can be fine-tuned with just one additional output layer to create state-of-the-art models for a wide range of tasks, such as question answering and language inference, without substantial task-specific architecture modifications. BERT is conceptually simple and empirically powerful. It obtains new state-of-the-art results on eleven natural language processing tasks, including pushing the GLUE score to 80.5 (7.7 point absolute improvement), MultiNLI accuracy to 86.7% (4.6% absolute improvement), SQuAD v1.1 question answering Test F1 to 93.2 (1.5 point absolute improvement) and SQuAD v2.0 Test F1 to 83.1 (5.1 point absolute improvement).",North American Chapter of the Association for Computational Linguistics,86452,14236.5,10.18653/v1/N19-1423,https://doi.org/10.18653/v1/N19-1423,"{'MAG': '2951055169', 'ACL': 'N19-1423', 'DBLP': 'journals/corr/abs-1810-04805', 'ArXiv': '1810.04805', 'DOI': '10.18653/v1/N19-1423', 'CorpusId': 52967399}",False,,df2b0e26d0599ce3e70df8a9da02e51594e0e992,
2.6,Integrating ELECTRA and BERT models in transformer-based mental healthcare chatbot,2025,"Junta Zeniarja, ..., and Anamarija Jurcev Savicevic","Over the last decade, the surge in mental health disorders has necessitated innovative support methods, notably artificial intelligent (AI) chatbots. These chatbots provide prompt, tailored conversations, becoming crucial in mental health support. This article delves into the use of sophisticated models like convolutional neural network (CNN), long-short term memory (LSTM), efficiently learning an encoder that classifies token replacements accurately (ELECTRA), and bidirectional encoder representation of transformers (BERT) in developing effective mental health chatbots. Despite their importance for emotional assistance, these chatbots struggle with precise and relevant responses to complex mental health issues. BERT, while strong in contextual understanding, lacks in response generation. Conversely, ELECTRA shows promise in text creation but is not fully exploited in mental health contexts. The article investigates merging ELECTRA and BERT to improve chatbot efficiency in mental health situations. By leveraging an extensive mental health dialogue dataset, this integration substantially enhanced chatbot precision, surpassing 99% accuracy in mental health responses. This development is a significant stride in advancing AI chatbot interactions and their contribution to mental health support.",Indonesian Journal of Electrical Engineering and Computer Science,0,0.0,10.11591/ijeecs.v37.i1.pp315-324,https://doi.org/10.11591/ijeecs.v37.i1.pp315-324,"{'DOI': '10.11591/ijeecs.v37.i1.pp315-324', 'CorpusId': 273760529}",False,,5f0a1ee28ab75d0efdea9bc297af360cdadb3c84,
2.5,BERTaú: Itaú BERT for digital customer service,2021,"Paulo Finardi, ..., and Vinicius F. Carid'a","In the last few years, three major topics received increased interest: deep learning, NLP and conversational agents. Bringing these three topics together to create an amazing digital customer experience and indeed deploy in production and solve real-world problems is something innovative and disruptive. We introduce a new Portuguese financial domain language representation model called BERTau. BERTau is an uncased BERT-base trained from scratch with data from the Itau virtual assistant chatbot solution. The novelty of this contribution lies in that BERTau pretrained language model requires less data, reaches state-of-the-art performance in three NLP tasks, and generates a smaller and lighter model that makes the deployment feasible. We developed three tasks to validate our model: information retrieval with Frequently Asked Questions (FAQ) from Itau bank, sentiment analysis from our virtual assistant data, and a NER solution. All proposed tasks are real-world solutions in production on our environment and the usage of a specialist model proved to be effective when compared to Google BERT multilingual and the Facebook’s DPRQuestionEncoder, available at Hugging Face. BERTau improves the performance in 22% of FAQ Retrieval MRR metric, 2.1% in Sentiment Analysis F1 score, 4.4% in NER F1 score. It can also represent the same sequence in up to 66% fewer tokens when compared to ""shelf models"".",ArXiv,11,2.8,10.52591/lxai202312107,https://doi.org/10.52591/lxai202312107,"{'ArXiv': '2101.12015', 'DBLP': 'journals/corr/abs-2101-12015', 'DOI': '10.52591/lxai202312107', 'CorpusId': 231719798}",True,"{'url': 'https://doi.org/10.52591/lxai202312107', 'status': 'BRONZE'}",ec7ee1e955ef435ff4658850f0a3e3bfdf5c437e,
2.5,GPT-4 Technical Report,2023,"OpenAI Josh Achiam, ..., and Barret Zoph","We report the development of GPT-4, a large-scale, multimodal model which can accept image and text inputs and produce text outputs. While less capable than humans in many real-world scenarios, GPT-4 exhibits human-level performance on various professional and academic benchmarks, including passing a simulated bar exam with a score around the top 10% of test takers. GPT-4 is a Transformer-based model pre-trained to predict the next token in a document. The post-training alignment process results in improved performance on measures of factuality and adherence to desired behavior. A core component of this project was developing infrastructure and optimization methods that behave predictably across a wide range of scales. This allowed us to accurately predict some aspects of GPT-4's performance based on models trained with no more than 1/1,000th the compute of GPT-4.",Journal Not Provided,9544,5096.4,,https://www.semanticscholar.org/paper/163b4d6a79a5b19af88b8585456363340d9efd04,"{'ArXiv': '2303.08774', 'CorpusId': 257532815}",False,,163b4d6a79a5b19af88b8585456363340d9efd04,
2.5,Software Module Classification for Commercial Bug Reports,2023,"Ceyhun E. Öztürk, ..., and Aykut Koç","In this work, we curate and investigate a dataset named Turkish Software Report - Module Classification (TSRMC), consisting of commercial software bug reports of a company. Automated bug classification is required in large-scale software projects due to the vast amount of bugs. We analyze and report the statistical features and classification difficulty of the dataset. We use several methods from the text classification literature to assign each bug report of the TSRMC dataset a suitable software module. The utilized methods include traditional machine learning (ML) methods, such as support vector machine (SVM) and logistic regression; sequential deep learning (DL) models, such as gated recurrent unit (GRU) and convolutional neural networks (CNN); and Bidirectional Encoder Representations from Transformers (BERT)-based pre-trained language models (PLMs). Our work is one of the first efforts in automated bug report classification literature that focuses on commercial bugs and uses bilingual (Turkish and English) texts.","2023 IEEE International Conference on Acoustics, Speech, and Signal Processing Workshops (ICASSPW)",3,1.8,10.1109/ICASSPW59220.2023.10193706,https://doi.org/10.1109/ICASSPW59220.2023.10193706,"{'DBLP': 'conf/icassp/OzturkYKK23', 'DOI': '10.1109/ICASSPW59220.2023.10193706', 'CorpusId': 260388292}",False,,df256d876bda1cda1a007e4adc521d6d98a10db4,
2.4,Transformers in Vision: A Survey,2021,"Salman Hameed Khan, ..., and M. Shah","Astounding results from Transformer models on natural language tasks have intrigued the vision community to study their application to computer vision problems. Among their salient benefits, Transformers enable modeling long dependencies between input sequence elements and support parallel processing of sequence as compared to recurrent networks, e.g., Long short-term memory. Different from convolutional networks, Transformers require minimal inductive biases for their design and are naturally suited as set-functions. Furthermore, the straightforward design of Transformers allows processing multiple modalities (e.g., images, videos, text, and speech) using similar processing blocks and demonstrates excellent scalability to very large capacity networks and huge datasets. These strengths have led to exciting progress on a number of vision tasks using Transformer networks. This survey aims to provide a comprehensive overview of the Transformer models in the computer vision discipline. We start with an introduction to fundamental concepts behind the success of Transformers, i.e., self-attention, large-scale pre-training, and bidirectional feature encoding. We then cover extensive applications of transformers in vision including popular recognition tasks (e.g., image classification, object detection, action recognition, and segmentation), generative modeling, multi-modal tasks (e.g., visual-question answering, visual reasoning, and visual grounding), video processing (e.g., activity recognition, video forecasting), low-level vision (e.g., image super-resolution, image enhancement, and colorization), and three-dimensional analysis (e.g., point cloud classification and segmentation). We compare the respective advantages and limitations of popular techniques both in terms of architectural design and their experimental value. Finally, we provide an analysis on open research directions and possible future works. We hope this effort will ignite further interest in the community to solve current challenges toward the application of transformer models in computer vision.",ACM Computing Surveys (CSUR),2118,521.3,10.1145/3505244,https://doi.org/10.1145/3505244,"{'DBLP': 'journals/corr/abs-2101-01169', 'ArXiv': '2101.01169', 'DOI': '10.1145/3505244', 'CorpusId': 230435805}",True,"{'url': 'https://arxiv.org/pdf/2101.01169', 'status': 'GREEN'}",3a906b77fa218adc171fecb28bb81c24c14dcc7b,
2.3,Problem Identification by Mining Trouble Tickets,2014,"Vikrant Shimpi, ..., and Vaishali Kulkarni","IT systems of today's enterprises are continuously monitored and managed by a team of resolvers. Any problem in the system is reported in the form of trouble-tickets. A ticket contains various details of the observed problem. However, the knowledge of the actual problem is hidden in the ticket description along with other information. Knowledge of issues helps the service providers to better plan to improve cost and quality of operations. In this paper, we address the problem of extracting the issues from ticket descriptions. We discuss various challenges in issue extraction and present algorithms to handle different scenarios. We demonstrate the effectiveness of the proposed algorithms through two real-world case-studies.",International Conference on Management of Data,9,0.9,,https://www.semanticscholar.org/paper/b6d0bb9740244872a3e8898b0b6a59a40df1d2d9,"{'MAG': '2288115222', 'DBLP': 'conf/comad/ShimpiNSK14', 'CorpusId': 15195117}",False,,b6d0bb9740244872a3e8898b0b6a59a40df1d2d9,
2.3,XLNet: Generalized Autoregressive Pretraining for Language Understanding,2019,"Zhilin Yang, ..., and Quoc V. Le","With the capability of modeling bidirectional contexts, denoising autoencoding based pretraining like BERT achieves better performance than pretraining approaches based on autoregressive language modeling. However, relying on corrupting the input with masks, BERT neglects dependency between the masked positions and suffers from a pretrain-finetune discrepancy. In light of these pros and cons, we propose XLNet, a generalized autoregressive pretraining method that (1) enables learning bidirectional contexts by maximizing the expected likelihood over all permutations of the factorization order and (2) overcomes the limitations of BERT thanks to its autoregressive formulation. Furthermore, XLNet integrates ideas from Transformer-XL, the state-of-the-art autoregressive model, into pretraining. Empirically, under comparable experiment settings, XLNet outperforms BERT on 20 tasks, often by a large margin, including question answering, natural language inference, sentiment analysis, and document ranking.",Neural Information Processing Systems,7977,1422.0,,https://www.semanticscholar.org/paper/e0c6abdbdecf04ffac65c440da77fb9d66bb474c,"{'DBLP': 'conf/nips/YangDYCSL19', 'MAG': '2950813464', 'ArXiv': '1906.08237', 'CorpusId': 195069387}",False,,e0c6abdbdecf04ffac65c440da77fb9d66bb474c,
2.2,"Hi, how can I help you?: Automating enterprise IT support help desks",2017,"Senthil Mani, ..., and Hema Venkatarangan","    Question answering is one of the primary challenges of natural language understanding. In realizing such a system, providing complex long answers to questions is a challenging task as opposed to factoid answering as the former needs context disambiguation. The different methods explored in the literature can be broadly classified into three categories namely: 1) classification based, 2) knowledge graph based and 3) retrieval based. Individually, none of them address the need of an enterprise wide assistance system for an IT support and maintenance domain. In this domain, the variance of answers is large ranging from factoid to structured operating procedures; the knowledge is present across heterogeneous data sources like application specific documentation, ticket management systems and any single technique for a general purpose assistance is unable to scale for such a landscape. To address this, we have built a cognitive platform with capabilities adopted for this domain. Further, we have built a general purpose question answering system leveraging the platform that can be instantiated for multiple products, technologies in the support domain. The system uses a novel hybrid answering model that orchestrates across a deep learning classifier, a knowledge graph based context disambiguation module and a sophisticated bag-of-words search system. This orchestration performs context switching for a provided question and also does a smooth hand-off of the question to a human expert if none of the automated techniques can provide a confident answer. This system has been deployed across 675 internal enterprise IT support and maintenance projects.   ",AAAI Conference on Artificial Intelligence,13,1.8,10.1609/aaai.v32i1.11386,https://doi.org/10.1609/aaai.v32i1.11386,"{'MAG': '2949918985', 'DBLP': 'conf/aaai/ManiGA0DSKMSV18', 'ArXiv': '1711.02012', 'DOI': '10.1609/aaai.v32i1.11386', 'CorpusId': 2534145}",True,"{'url': 'https://ojs.aaai.org/index.php/AAAI/article/download/11386/11245', 'status': 'BRONZE'}",0755a662980ace717dae76a1ce6ad2c138dd63d1,
2.1,Visualizing Transformers for NLP: A Brief Survey,2020,Adrian Brasoveanu and Razvan Andonie,"The introduction of Transformer neural networks has changed the landscape of Natural Language Processing during the last three years. While models inspired by it have managed to lead the boards for a variety of tasks, some of the mechanisms through which these performances were achieved are not necessarily well-understood. Our survey is focused mostly on explaining Transformer architectures through visualizations. Since visualization enables some degree of explainability, we have examined the various Transformer facets that can be explored through visual analytics. The field is still at a nascent stage and is expected to witness dynamic growth in the near future, since the results are already interesting and promising. Currently, some of the visualizations are relatively close to their original models, whereas others are model-agnostic. The visualizations designed to explore the Transformer architectures enable some additional features, like exploration of all neuronal cells or attention maps, therefore providing an advantage for this particular task. We conclude by proposing a set of requirements for future Transformer visualization frameworks.",2020 24th International Conference Information Visualisation (IV),68,15.4,10.1109/IV51561.2020.00051,https://doi.org/10.1109/IV51561.2020.00051,"{'DBLP': 'conf/iv/BrasoveanuA20', 'DOI': '10.1109/IV51561.2020.00051', 'CorpusId': 232267493}",False,,f0f81bda8974900a46d19ac9882cdeaa3dccf458,
2.1,Finetuned Language Models Are Zero-Shot Learners,2021,"Jason Wei, ..., and Quoc V. Le","This paper explores a simple method for improving the zero-shot learning abilities of language models. We show that instruction tuning -- finetuning language models on a collection of tasks described via instructions -- substantially improves zero-shot performance on unseen tasks. We take a 137B parameter pretrained language model and instruction-tune it on over 60 NLP tasks verbalized via natural language instruction templates. We evaluate this instruction-tuned model, which we call FLAN, on unseen task types. FLAN substantially improves the performance of its unmodified counterpart and surpasses zero-shot 175B GPT-3 on 20 of 25 tasks that we evaluate. FLAN even outperforms few-shot GPT-3 by a large margin on ANLI, RTE, BoolQ, AI2-ARC, OpenbookQA, and StoryCloze. Ablation studies reveal that number of finetuning datasets, model scale, and natural language instructions are key to the success of instruction tuning.",ArXiv,3174,933.4,,https://www.semanticscholar.org/paper/ff0b2681d7b05e16c46dfb71d980cc2f605907cd,"{'DBLP': 'journals/corr/abs-2109-01652', 'ArXiv': '2109.01652', 'CorpusId': 237416585}",False,,ff0b2681d7b05e16c46dfb71d980cc2f605907cd,
2.0,E-mail classification with machine learning and word embeddings for improved customer support,2020,"Anton Borg, ..., and Jim Ahlstrand",,Neural Computing and Applications,23,5.0,10.1007/s00521-020-05058-4,https://doi.org/10.1007/s00521-020-05058-4,"{'DBLP': 'journals/nca/BorgBRA21', 'MAG': '2976662794', 'DOI': '10.1007/s00521-020-05058-4', 'CorpusId': 201702273}",True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s00521-020-05058-4.pdf', 'status': 'HYBRID'}",3d903b66ae56ea67adcc05b0015c45f860680774,
2.0,ALBERT: A Lite BERT for Self-supervised Learning of Language Representations,2019,"Zhenzhong Lan, ..., and Radu Soricut","Increasing model size when pretraining natural language representations often results in improved performance on downstream tasks. However, at some point further model increases become harder due to GPU/TPU memory limitations and longer training times. To address these problems, we present two parameter-reduction techniques to lower memory consumption and increase the training speed of BERT. Comprehensive empirical evidence shows that our proposed methods lead to models that scale much better compared to the original BERT. We also use a self-supervised loss that focuses on modeling inter-sentence coherence, and show it consistently helps downstream tasks with multi-sentence inputs. As a result, our best model establishes new state-of-the-art results on the GLUE, RACE, and \squad benchmarks while having fewer parameters compared to BERT-large. The code and the pretrained models are available at this https URL.",ArXiv,6042,1131.7,,https://www.semanticscholar.org/paper/7a064df1aeada7e69e5173f7d4c8606f4470365b,"{'MAG': '2996428491', 'DBLP': 'journals/corr/abs-1909-11942', 'ArXiv': '1909.11942', 'CorpusId': 202888986}",False,,7a064df1aeada7e69e5173f7d4c8606f4470365b,
2.0,RoBERTa: A Robustly Optimized BERT Pretraining Approach,2019,"Yinhan Liu, ..., and Veselin Stoyanov","Language model pretraining has led to significant performance gains but careful comparison between different approaches is challenging. Training is computationally expensive, often done on private datasets of different sizes, and, as we will show, hyperparameter choices have significant impact on the final results. We present a replication study of BERT pretraining (Devlin et al., 2019) that carefully measures the impact of many key hyperparameters and training data size. We find that BERT was significantly undertrained, and can match or exceed the performance of every model published after it. Our best model achieves state-of-the-art results on GLUE, RACE and SQuAD. These results highlight the importance of previously overlooked design choices, and raise questions about the source of recently reported improvements. We release our models and code.",ArXiv,22272,4043.2,,https://www.semanticscholar.org/paper/077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,"{'DBLP': 'journals/corr/abs-1907-11692', 'ArXiv': '1907.11692', 'MAG': '2965373594', 'CorpusId': 198953378}",False,,077f8329a7b6fa3b7c877a57b81eb6c18b5f87de,
1.9,A Study in the Automation of Service Ticket Recognition using Natural Language Processing,2019,"M. Cristian, ..., and Tolciu Dumitru-Tudor","Natural language processing (NLP) is a branch of computer science concerned with the understanding of human language and communication, and translating these into a computer-comprehensible embedding. Our goal in this paper is to capture meaning from human natural language through NLP and provide an automated solution for aiding the process of service ticket solving, through the intelligent classification of tickets, pattern recognition and similarities between texts. The difficulty of this task lies in translating the human language into a mathematical format: transforming a non-formal language, into a formal one, without losing any details. Also what raises even more complication is the context in which this language appears: service tickets, that come from a technical and specialized jargon of computer science and IT industry, and the brief manner in which the tickets are written. This paper aims to tackle this challenge through multiple methods of text classification and recognition, and data analysis, followed by comparison and interpretation of the results. In completion, we find that our methods yield plausible results to be implemented in helping the service process.","2019 International Conference on Software, Telecommunications and Computer Networks (SoftCOM)",3,0.6,10.23919/SOFTCOM.2019.8903676,https://doi.org/10.23919/SOFTCOM.2019.8903676,"{'MAG': '2990638805', 'DBLP': 'conf/softcom/CristianCD19', 'DOI': '10.23919/SOFTCOM.2019.8903676', 'CorpusId': 208211640}",False,,333f491e5872d9856e33379601b73f477b965100,
1.9,Text Classification Using Machine Learning Techniques,2005,"M. Ikonomakis, ..., and V. Tampakas","Automated text classification has been considered as a vital method to manage and process a vast amount of documents in digital forms that are widespread and continuously increasing. In general, text classification plays an important role in information extraction and summarization, text retrieval, and question- answering. This paper illustrates the text classification process using machine learning techniques. The references cited cover the major theoretical issues and guide the researcher to interesting research directions.",Journal Not Provided,527,26.3,,https://www.semanticscholar.org/paper/b0485fba23aabda526358f31cb5a382b66a08270,"{'MAG': '1211014924', 'CorpusId': 58506268}",False,,b0485fba23aabda526358f31cb5a382b66a08270,
1.8,Unsupervised Cross-lingual Representation Learning at Scale,2019,"Alexis Conneau, ..., and Veselin Stoyanov","This paper shows that pretraining multilingual language models at scale leads to significant performance gains for a wide range of cross-lingual transfer tasks. We train a Transformer-based masked language model on one hundred languages, using more than two terabytes of filtered CommonCrawl data. Our model, dubbed XLM-R, significantly outperforms multilingual BERT (mBERT) on a variety of cross-lingual benchmarks, including +14.6% average accuracy on XNLI, +13% average F1 score on MLQA, and +2.4% F1 score on NER. XLM-R performs particularly well on low-resource languages, improving 15.7% in XNLI accuracy for Swahili and 11.4% for Urdu over previous XLM models. We also present a detailed empirical analysis of the key factors that are required to achieve these gains, including the trade-offs between (1) positive transfer and capacity dilution and (2) the performance of high and low resource languages at scale. Finally, we show, for the first time, the possibility of multilingual modeling without sacrificing per-language performance; XLM-R is very competitive with strong monolingual models on the GLUE and XNLI benchmarks. We will make our code and models publicly available.",Annual Meeting of the Association for Computational Linguistics,5876,1123.7,10.18653/v1/2020.acl-main.747,https://doi.org/10.18653/v1/2020.acl-main.747,"{'MAG': '2983040767', 'ArXiv': '1911.02116', 'ACL': '2020.acl-main.747', 'DBLP': 'conf/acl/ConneauKGCWGGOZ20', 'DOI': '10.18653/v1/2020.acl-main.747', 'CorpusId': 207880568}",True,"{'url': 'https://www.aclweb.org/anthology/2020.acl-main.747.pdf', 'status': 'HYBRID'}",6fec3e579c7cd4f13bdabbee2b6ac2e8ff5941c6,
1.8,Latent Dirichlet Allocation,2009,"D. Blei, ..., and Michael I. Jordan","Latent Dirichlet allocation(LDA) is a generative topic model to find latent topics in a text corpus. It can be trained via collapsed Gibbs sampling. In this project, we train LDA models on two datasets, Classic400 and BBCSport dataset. We discuss possible ways to evaluate goodness-of-fit and to detect overfitting problem of LDA model, and we use these criteria to choose proper hyperparameters, observe convergence, and evaluate the models, the criteria we use include perplexity, VI-distance, visualization of clustering results, and highest-probability words.",Journal Not Provided,35888,2233.1,,https://www.semanticscholar.org/paper/4574d77fff19e093782178595a8988a7f3aa1969,{'CorpusId': 3177797},False,,4574d77fff19e093782178595a8988a7f3aa1969,
1.7,A survey of deep-learning frameworks,2017,"Aniruddha Parvat, ..., and Vidhi Pathak","Deep learning is a model of machine learning loosely based on our brain. Artificial neural network has been around since the 1950s, but recent advances in hardware like graphical processing units (GPU), software like cuDNN, TensorFlow, Torch, Caffe, Theano, Deeplearning4j, etc. and new training methods have made training artificial neural networks fast and easy. In this paper, we are comparing some of the deep learning frameworks on the basis of parameters like modeling capability, interfaces available, platforms supported, parallelizing techniques supported, availability of pre-trained models, community support and documentation quality.",2017 International Conference on Inventive Systems and Control (ICISC),65,8.1,10.1109/ICISC.2017.8068684,https://doi.org/10.1109/ICISC.2017.8068684,"{'MAG': '2761705332', 'DOI': '10.1109/ICISC.2017.8068684', 'CorpusId': 5555570}",False,,85b6450ef112fa083736f5720e57fa06e98197c1,
1.7,Comparative Analysis of BERT-base Transformers and Deep Learning Sentiment Prediction Models,2022,Anandan Chinnalagu and A. Durairaj,"The state-of-the-art Bidirectional Encoder Representations from Transformers (BERT) and Deep Learning (DL) models are used for Natural Language Processing (NLP) applications. Social media marketing and customers positive sentiments play major role for many online businesses.It is a crucial task for companies to predict customers sentiment based on context from online reviews. Predicting accurate sentiment is a time-consuming and challenging task due to high volume of unstructured customers review dataset. There are many previous experimental results reveals the performance and inaccuracy issues on large scale customer reviews datasets. This paper presents the comparative analysis of experimental research work on BERT, Hybrid fastText-BILSTM, and fastText Trigram models overcome more accurate sentiment prediction challenges. We propose fine-tuned BERT and Hybrid fastText-BILSTM models for large customer review datasets. This comparative analysis results show that the proposed fine-tuned BERT model performs better compare to other DL models in terms of accuracy and other performance measures.",2022 11th International Conference on System Modeling & Advancement in Research Trends (SMART),9,4.3,10.1109/SMART55829.2022.10047651,https://doi.org/10.1109/SMART55829.2022.10047651,"{'DOI': '10.1109/SMART55829.2022.10047651', 'CorpusId': 257158154}",False,,a7cf25a349da055de4b483950da0374663f3bc7d,
1.7,On Automating XSEDE User Ticket Classification,2014,"Gwang Son, ..., and G. D. Peterson","The XSEDE ticket system, which is a help desk ticketing system, receives email and web-based problem reports (i.e., tickets) from users and these tickets can be manually grouped into predefined categories either by the ticket submitter or by operations staff. This manual process can be automated by using text classification algorithms such as Multinomial Naive Bayes (MNB) or Softmax Regression Neural Network (SNN). Ticket subjects, rather than whole tickets, were used to make an input word list along with a manual word group list to enhance accuracy. The text mining algorithms used the input word list to select input words in the tickets. Compared with the Matlab svm() function, MNB and SNN showed overall better accuracy (up to ~85.8% using two simultaneous category selection). Also, the service provider resource (i.e., system name) information could be extracted from the tickets with ~90% accuracy.",Extreme Science and Engineering Discovery Environment,12,1.1,10.1145/2616498.2616549,https://doi.org/10.1145/2616498.2616549,"{'MAG': '2012746913', 'DBLP': 'conf/xsede/SonHP14', 'DOI': '10.1145/2616498.2616549', 'CorpusId': 1057371}",False,,3294bea45d0b9655b6239a4db812b92b119e29cc,
1.7,"GPT-3: Its Nature, Scope, Limits, and Consequences",2020,L. Floridi and Massimo Chiriatti,,Minds and Machines,1506,355.3,10.1007/s11023-020-09548-1,https://doi.org/10.1007/s11023-020-09548-1,"{'MAG': '3095319910', 'DBLP': 'journals/mima/FloridiC20', 'DOI': '10.1007/s11023-020-09548-1', 'CorpusId': 228954221}",True,"{'url': 'https://link.springer.com/content/pdf/10.1007/s11023-020-09548-1.pdf', 'status': 'HYBRID'}",b103e87c7727134927d3ffb06934a95c10c02fc0,
1.6,Machine Learning Based Ticket Classification in Issue Tracking Systems,2014,Mucahit Altintas and A. C. Tantug,"Due to the rise of usage of virtual systems, support ticket systems have come into prominence. Addressing the issue tickets to appropriate person or unit in the support team has critical importance in order to provide improved end user satisfaction while ensuring better allotment of support recourses. The assignment of help ticket to appropriate group is still manually performed. Especially at large organizations, the manual assignment is not applicable sufficiently. It is time consuming and requires human efforts. There may be mistakes due to human errors. Also resource consumption is carried out ineffectively because of the misaddressing. On the other hand, manual assignment increases the response time which result in end user satisfaction deterioration. Multiple-choice systems which provide the user to choose the related categories or unit within defined categories may seem like better, but the systems are not useful because of those users, especially new users which have never used the system before, usually have no idea about the related category or department. Also users do not want to fill long ticket forms which are needed to identify the issue. In this study, an extension to ITS for auto-addressing the issue ticket to the relevant person or unit in support team is proposed. In this system, bag of word approach, machine learning techniques and other algorithms which proven performance in text processing are used. The recommended method provides high quality user support and boosts end-user satisfaction. It reduces manual efforts and human errors while ensuring high service levels and improved end-user satisfaction.",Journal Not Provided,18,1.6,,https://www.semanticscholar.org/paper/2d2a9e7ae7169e91f42fb2b3e8901c2d0bee8244,"{'MAG': '2903029869', 'CorpusId': 793987}",False,,2d2a9e7ae7169e91f42fb2b3e8901c2d0bee8244,
